date,order_id,category,product,quantity,unit_price,region
2026-09-21,O-1139,Accessory,Laptop Stand,1,46000,Seoul
2026-09-29,O-1140,Accessory,USB-C Hub,2,78000,Jeju
2026-08-13,O-1141,Accessory,USB-C Hub,1,74000,Incheon
2026-08-08,O-1142,Office,Mechanical Keyboard,7,85000,Ulsan
2026-08-10,O-1143,Accessory,Noise-Canceling Headset,7,145000,Incheon
2026-09-17,O-1144,Accessory,Noise-Canceling Headset,7,145000,Jeju
2026-09-10,O-1145,Office,Mouse,4,22000,Incheon
2026-08-19,O-1146,Office,Desk Lamp,4,59000,Jeju
2026-08-26,O-1147,Accessory,USB-C Hub,1,78000,Jeju
2026-09-18,O-1148,Accessory,USB-C Hub,5,70000,Daejeon
2026-09-20,O-1149,Office,Mechanical Keyboard,1,89000,Ulsan
2026-08-10,O-1150,Accessory,Webcam,7,89000,Gwangju
2026-08-05,O-1151,Monitor,24-inch Monitor,3,207000,Jeju
2026-08-25,O-1152,Accessory,Webcam,2,89000,Busan
2026-08-05,O-1153,Office,Desk Lamp,3,59000,Jeju
2026-09-03,O-1154,Accessory,Webcam,3,89000,Jeju
2026-09-30,O-1155,Monitor,27-inch Monitor,2,310000,Seoul
2026-09-30,O-1156,Accessory,Webcam,1,89000,Seoul
2026-08-12,O-1157,Office,Keyboard,7,45000,Incheon
2026-08-27,O-1158,Office,Keyboard,3,45000,Busan
2026-09-30,O-1159,Accessory,Laptop Stand,2,41000,Jeju
2026-09-30,O-1160,Monitor,27-inch Monitor,2,310000,Jeju
2026-09-29,O-1161,Accessory,USB-C Hub,2,74000,Daejeon
2026-09-22,O-1162,Monitor,24-inch Monitor,2,219000,Busan
2026-09-10,O-1163,Accessory,Webcam,1,89000,Jeju
2026-09-22,O-1164,Office,Mouse,5,22000,Seoul
2026-08-18,O-1165,Accessory,Laptop Stand,6,46000,Busan
2026-08-16,O-1166,Accessory,Webcam,4,89000,Seoul
2026-09-04,O-1167,Office,Mouse,7,22000,Daegu
2026-09-12,O-1168,Office,Keyboard,6,41000,Daegu
2026-08-13,O-1169,Storage,USB Drive 128GB,7,27000,Busan
2026-09-04,O-1170,Office,Keyboard,3,45000,Daejeon
2026-09-28,O-1171,Accessory,Laptop Stand,1,41000,Busan
2026-08-29,O-1172,Office,Keyboard,4,45000,Gwangju
2026-09-19,O-1173,Office,Keyboard,7,45000,Seoul
2026-09-23,O-1174,Accessory,Laptop Stand,4,41000,Jeju
2026-09-26,O-1175,Accessory,USB-C Hub,5,78000,Gwangju
2026-08-10,O-1176,Accessory,Webcam,3,89000,Incheon
2026-09-15,O-1177,Accessory,Webcam,6,89000,Incheon
2026-09-01,O-1178,Storage,USB Drive 128GB,6,28000,Daejeon
2026-08-19,O-1179,Accessory,USB-C Hub,4,78000,Jeju
2026-08-15,O-1180,Office,Mechanical Keyboard,7,85000,Seoul
2026-09-01,O-1181,Office,Keyboard,7,45000,Seoul
2026-08-28,O-1182,Accessory,Noise-Canceling Headset,4,145000,Daegu
2026-08-15,O-1183,Storage,Portable SSD 1TB,6,139000,Daejeon
2026-08-14,O-1184,Monitor,27-inch Monitor,2,310000,Incheon
2026-09-26,O-1185,Monitor,24-inch Monitor,1,230000,Seoul
2026-08-22,O-1186,Office,Keyboard,7,45000,Seoul
2026-09-30,O-1187,Office,Mouse,4,20000,Seoul
2026-08-19,O-1188,Accessory,USB-C Hub,7,74000,Ulsan
2026-09-05,O-1189,Office,Keyboard,1,45000,Ulsan
2026-08-07,O-1190,Monitor,24-inch Monitor,3,230000,Seoul
2026-09-28,O-1191,Monitor,24-inch Monitor,1,230000,Seoul
2026-09-05,O-1192,Office,Mouse,2,22000,Seoul
2026-09-03,O-1193,Accessory,Noise-Canceling Headset,4,145000,Ulsan
2026-08-25,O-1194,Office,Mouse,5,22000,Ulsan
2026-09-30,O-1195,Office,Keyboard,4,41000,Busan
2026-08-12,O-1196,Office,Mouse,4,22000,Ulsan
2026-09-27,O-1197,Storage,Portable SSD 1TB,2,132000,Daegu
2026-09-16,O-1198,Accessory,Laptop Stand,4,41000,Busan
2026-08-08,O-1199,Accessory,USB-C Hub,7,78000,Ulsan
2026-08-10,O-1200,Office,Mechanical Keyboard,1,85000,Seoul
